Date,State,People Vaccinated,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Doses Administered
12-04-2021,Arunachal Pradesh,112551,112551,31586,64383,48102,144137
13-04-2021,Arunachal Pradesh,118825,118825,33023,67852,50907,151848
14-04-2021,Arunachal Pradesh,124312,124312,33700,70635,53610,158012
15-04-2021,Arunachal Pradesh,126950,126950,34210,72011,54872,161160
16-04-2021,Arunachal Pradesh,130812,130812,35820,74054,56691,166632
17-04-2021,Arunachal Pradesh,133947,133947,36809,75726,58152,170756
18-04-2021,Arunachal Pradesh,135342,135342,37272,76453,58820,172614
19-04-2021,Arunachal Pradesh,140794,140794,39493,79492,61233,180287
20-04-2021,Arunachal Pradesh,145098,145098,40904,81737,63291,186002
21-04-2021,Arunachal Pradesh,148680,148680,41786,83736,64874,190466
22-04-2021,Arunachal Pradesh,153966,153966,43477,86634,67261,197443
23-04-2021,Arunachal Pradesh,159167,159167,45334,89577,69519,204501
24-04-2021,Arunachal Pradesh,162665,162665,46515,91561,71033,209180
25-04-2021,Arunachal Pradesh,163535,163535,46800,92072,71392,210335
26-04-2021,Arunachal Pradesh,168174,168174,48543,94562,73540,216717
27-04-2021,Arunachal Pradesh,172178,172178,49907,96792,75313,222085
28-04-2021,Arunachal Pradesh,176888,176888,50965,99408,77407,227853
29-04-2021,Arunachal Pradesh,182123,182123,52554,102277,79773,234677
30-04-2021,Arunachal Pradesh,187103,187103,54320,104933,82096,241423
01-05-2021,Arunachal Pradesh,189910,189910,55614,106512,83322,245524
02-05-2021,Arunachal Pradesh,190514,190514,56066,106824,83614,246580
03-05-2021,Arunachal Pradesh,193841,193841,58686,108792,84972,252527
04-05-2021,Arunachal Pradesh,196476,196476,60453,110335,86061,256929
05-05-2021,Arunachal Pradesh,199517,199517,62451,112188,87249,261968
06-05-2021,Arunachal Pradesh,202965,202965,64776,114127,88758,267741
07-05-2021,Arunachal Pradesh,205709,205709,67473,115665,89964,273182
08-05-2021,Arunachal Pradesh,207746,207746,69894,116800,90866,277640
09-05-2021,Arunachal Pradesh,208414,208414,70569,117143,91191,278983
10-05-2021,Arunachal Pradesh,210862,210862,74159,118463,92318,285021
11-05-2021,Arunachal Pradesh,212600,212600,76221,119485,93033,288821
12-05-2021,Arunachal Pradesh,214210,214210,76576,120418,93710,290786
13-05-2021,Arunachal Pradesh,216168,216168,77301,121595,94491,293469
14-05-2021,Arunachal Pradesh,217389,217389,77645,122304,95003,295034
15-05-2021,Arunachal Pradesh,218759,218759,77881,123119,95558,296640
16-05-2021,Arunachal Pradesh,219171,219171,77884,123366,95723,297055
17-05-2021,Arunachal Pradesh,224664,224664,77914,126429,98152,302578
18-05-2021,Arunachal Pradesh,230286,230286,77959,129403,100797,308245
19-05-2021,Arunachal Pradesh,235462,235462,77967,132110,103266,313429
20-05-2021,Arunachal Pradesh,240168,240168,77982,134649,105431,318150
21-05-2021,Arunachal Pradesh,243375,243375,77992,136372,106913,321367
22-05-2021,Arunachal Pradesh,245155,245155,78072,137340,107725,323227
23-05-2021,Arunachal Pradesh,245978,245978,78072,137773,108115,324050
24-05-2021,Arunachal Pradesh,248988,248988,78094,139387,109510,327082
25-05-2021,Arunachal Pradesh,250439,250439,78164,140154,110194,328603
26-05-2021,Arunachal Pradesh,251257,251257,78175,140611,110554,329432
27-05-2021,Arunachal Pradesh,252251,252251,78189,141155,111003,330440
28-05-2021,Arunachal Pradesh,253299,253299,78208,141692,111514,331507
29-05-2021,Arunachal Pradesh,254447,254447,78270,142307,112047,332717
30-05-2021,Arunachal Pradesh,254795,254795,78272,142504,112198,333067
31-05-2021,Arunachal Pradesh,255678,255678,78329,142969,112616,334007
01-06-2021,Arunachal Pradesh,258237,258237,78397,144364,113777,336634
02-06-2021,Arunachal Pradesh,264847,264847,78464,147782,116969,343311
03-06-2021,Arunachal Pradesh,272908,272908,78541,151974,120835,351449
04-06-2021,Arunachal Pradesh,284334,284334,78575,158149,126082,362909
05-06-2021,Arunachal Pradesh,294176,294176,78600,163145,130925,372776
06-06-2021,Arunachal Pradesh,298148,298148,78613,165163,132879,376761
07-06-2021,Arunachal Pradesh,306022,306022,78679,169233,136682,384701
16-01-2021,Assam,401,401,0,141,260,401
17-01-2021,Assam,466,466,0,166,300,466
18-01-2021,Assam,722,722,0,261,461,722
19-01-2021,Assam,1254,1254,0,425,829,1254
20-01-2021,Assam,1254,1254,0,425,829,1254
21-01-2021,Assam,2163,2163,0,773,1390,2163
22-01-2021,Assam,3947,3947,0,1339,2608,3947
23-01-2021,Assam,4061,4061,0,1366,2695,4061
24-01-2021,Assam,4416,4416,0,1496,2920,4416
25-01-2021,Assam,10886,10886,0,3725,7161,10886
26-01-2021,Assam,11021,11021,0,3763,7258,11021
27-01-2021,Assam,12407,12407,0,4278,8129,12407
28-01-2021,Assam,21430,21430,0,6957,14472,21430
29-01-2021,Assam,29322,29322,0,8907,20414,29322
30-01-2021,Assam,30573,30573,0,9291,21281,30573
31-01-2021,Assam,30688,30688,0,9308,21379,30688
01-02-2021,Assam,32329,32329,0,10004,22324,32329
02-02-2021,Assam,34848,34848,0,11090,23757,34848
03-02-2021,Assam,36100,36100,0,11650,24449,36100
04-02-2021,Assam,52645,52645,0,15836,36782,52645
05-02-2021,Assam,68628,68628,0,18866,49735,68628
06-02-2021,Assam,78498,78498,0,20683,57786,78498
07-02-2021,Assam,80284,80284,0,21082,59173,80284
08-02-2021,Assam,91026,91026,0,23380,67617,91026
09-02-2021,Assam,100295,100295,0,25317,74947,100295
10-02-2021,Assam,103044,103044,0,26148,76865,103044
11-02-2021,Assam,109906,109906,0,27441,82434,109906
12-02-2021,Assam,117506,117506,0,28575,88900,117506
13-02-2021,Assam,122050,122050,2006,29837,92182,124056
14-02-2021,Assam,122161,122161,2016,29888,92242,124177
15-02-2021,Assam,124764,124764,3660,30822,93911,128424
16-02-2021,Assam,127777,127777,5169,31885,95861,132946
17-02-2021,Assam,128941,128941,5384,32325,96585,134325
18-02-2021,Assam,135328,135328,7622,36452,98845,142950
19-02-2021,Assam,146695,146695,9857,43305,103359,156552
20-02-2021,Assam,153329,153329,10590,48066,105232,163919
21-02-2021,Assam,155028,155028,10593,49585,105412,165621
22-02-2021,Assam,165031,165031,13879,57680,107319,178910
23-02-2021,Assam,174988,174988,15178,65756,109200,190166
24-02-2021,Assam,179344,179344,15901,69264,110047,195245
25-02-2021,Assam,189178,189178,21768,76279,112865,210946
26-02-2021,Assam,195376,195376,27758,81463,113879,223134
27-02-2021,Assam,195376,195376,27758,81463,113879,223134
28-02-2021,Assam,195376,195376,27758,81463,113879,223134
01-03-2021,Assam,195376,195376,27758,81463,113879,223134
02-03-2021,Assam,216152,216152,30506,99058,117056,246658
03-03-2021,Assam,236065,236065,32104,115957,120070,268169
04-03-2021,Assam,272629,272629,37901,146586,126004,310530
05-03-2021,Assam,307984,307984,46489,174951,132992,354473
06-03-2021,Assam,343601,343601,52568,203532,140028,396169
07-03-2021,Assam,354572,354572,53294,212848,141681,407866
08-03-2021,Assam,385170,385170,61359,235189,149935,446529
09-03-2021,Assam,423058,354644,68414,256209,166793,423058
10-03-2021,Assam,441178,368957,72221,267153,173967,441178
11-03-2021,Assam,461071,385001,76070,279038,181972,461071
12-03-2021,Assam,480338,399648,80690,289778,190496,480338
13-03-2021,Assam,496625,412421,84204,299187,197372,496625
14-03-2021,Assam,497722,413455,84267,299976,197680,497722
15-03-2021,Assam,518114,429664,88450,311692,206356,518114
16-03-2021,Assam,505646,505646,92141,314712,190874,597787
17-03-2021,Assam,520961,520961,94029,324142,196758,614990
18-03-2021,Assam,537405,537405,98148,334494,202850,635553
19-03-2021,Assam,552023,552023,103654,343161,208801,655677
20-03-2021,Assam,565687,565687,108915,351292,214334,674602
21-03-2021,Assam,568629,568629,109541,353042,215526,678170
22-03-2021,Assam,590616,590616,116710,365726,224828,707326
23-03-2021,Assam,711817,711817,126072,426192,285543,837889
24-03-2021,Assam,745478,745478,129529,443576,301816,875007
25-03-2021,Assam,828339,828339,136683,484398,343842,965022
26-03-2021,Assam,878784,878784,141218,509031,369648,1020002
27-03-2021,Assam,900947,900947,142734,519862,380980,1043681
28-03-2021,Assam,901960,901960,142770,520433,381422,1044730
29-03-2021,Assam,904676,904676,143185,521782,382789,1047861
30-03-2021,Assam,932808,932808,148132,535587,397106,1080940
31-03-2021,Assam,946438,946438,151917,542369,403954,1098355
01-04-2021,Assam,970643,970643,157292,553813,416712,1127935
02-04-2021,Assam,1002220,1002220,164782,568626,433473,1167002
03-04-2021,Assam,1030573,1030573,173403,582316,448135,1203976
04-04-2021,Assam,1047611,1047611,177676,590703,456786,1225287
05-04-2021,Assam,1075940,1075940,186284,604492,471325,1262224
06-04-2021,Assam,1097741,1097741,192369,615074,482540,1290110
07-04-2021,Assam,1133750,1133750,204730,632976,500643,1338480
08-04-2021,Assam,1181704,1181704,223370,657559,524011,1405074
09-04-2021,Assam,1215483,1215483,238777,674781,540564,1454260
10-04-2021,Assam,1236130,1236130,249957,685641,550345,1486087
11-04-2021,Assam,1244425,1244425,254268,690131,554148,1498693
12-04-2021,Assam,1263243,1263243,267508,699911,563184,1530751
13-04-2021,Assam,1274714,1274714,275234,706415,568151,1549948
14-04-2021,Assam,1276940,1276940,276936,707641,569151,1553876
15-04-2021,Assam,1277864,1277864,277584,708199,569517,1555448
16-04-2021,Assam,1282985,1282985,281469,711115,571722,1564454
17-04-2021,Assam,1295462,1295462,290719,718336,576975,1586181
18-04-2021,Assam,1302992,1302992,294473,722692,580148,1597465
19-04-2021,Assam,1351522,1351522,325191,749428,601937,1676713
20-04-2021,Assam,1415214,1415214,355158,784453,630597,1770372
21-04-2021,Assam,1454891,1454891,369921,805653,649068,1824812
22-04-2021,Assam,1508583,1508583,389547,834647,673755,1898130
23-04-2021,Assam,1556972,1556972,403837,860686,696098,1960809
24-04-2021,Assam,1592952,1592952,412871,879818,712939,2005823
25-04-2021,Assam,1605126,1605126,415395,886426,718504,2020521
26-04-2021,Assam,1664201,1664201,440526,916908,747089,2104727
27-04-2021,Assam,1728642,1728642,463683,951032,777398,2192325
28-04-2021,Assam,1766829,1766829,475824,971425,795183,2242653
29-04-2021,Assam,1846567,1846567,502700,1012782,833557,2349267
30-04-2021,Assam,1946800,1946800,533934,1063022,883544,2480734
01-05-2021,Assam,2020530,2020530,553535,1100539,919744,2574065
02-05-2021,Assam,2033174,2033174,556725,1106977,925945,2589899
03-05-2021,Assam,2096948,2096948,578898,1138713,957974,2675846
04-05-2021,Assam,2152500,2152500,598704,1167151,985071,2751204
05-05-2021,Assam,2176851,2176851,608987,1179823,996748,2785838
06-05-2021,Assam,2211808,2211808,623644,1197939,1013583,2835452
07-05-2021,Assam,2277554,2277554,642014,1235029,1042229,2919568
08-05-2021,Assam,2346318,2346318,656539,1273627,1072381,3002857
09-05-2021,Assam,2366422,2366422,660607,1284673,1081433,3027029
10-05-2021,Assam,2434046,2434046,686470,1320195,1113520,3120516
11-05-2021,Assam,2487465,2487465,709685,1348498,1138630,3197150
12-05-2021,Assam,2518410,2518410,714921,1364821,1153243,3233331
13-05-2021,Assam,2556294,2556294,724129,1385265,1170680,3280423
14-05-2021,Assam,2578539,2578539,727453,1397331,1180855,3305992
15-05-2021,Assam,2631676,2631676,730877,1426380,1204930,3362553
16-05-2021,Assam,2670104,2670104,731392,1447496,1222237,3401496
17-05-2021,Assam,2730754,2730754,741237,1480451,1249923,3471991
18-05-2021,Assam,2782676,2782676,749254,1508999,1273279,3531930
19-05-2021,Assam,2815640,2815640,753832,1527526,1287708,3569472
20-05-2021,Assam,2859912,2859912,760438,1552250,1307240,3620350
21-05-2021,Assam,2898355,2898355,767321,1573436,1324491,3665676
22-05-2021,Assam,2938533,2938533,777523,1595372,1342724,3716056
23-05-2021,Assam,2972648,2972648,780985,1613825,1358379,3753633
24-05-2021,Assam,3034071,3034071,796213,1646305,1387308,3830284
25-05-2021,Assam,3091355,3091355,808560,1677164,1413721,3899915
26-05-2021,Assam,3121529,3121529,813714,1693713,1427338,3935243
27-05-2021,Assam,3162794,3162794,819198,1716278,1446025,3981992
28-05-2021,Assam,3203859,3203859,823407,1738212,1465139,4027266
29-05-2021,Assam,3246700,3246700,827179,1761694,1484490,4073879
30-05-2021,Assam,3265432,3265432,828761,1772329,1492586,4094193
31-05-2021,Assam,3304493,3304493,833160,1793541,1510430,4137653
01-06-2021,Assam,3337376,3337376,837444,1811596,1525252,4174820
02-06-2021,Assam,3359700,3359700,840300,1823697,1535471,4200000
03-06-2021,Assam,3392421,3392421,842950,1841617,1550267,4235371
04-06-2021,Assam,3429205,3429205,845276,1861437,1567215,4274481
05-06-2021,Assam,3467449,3467449,847772,1881821,1585066,4315221
06-06-2021,Assam,3489368,3489368,850360,1893431,1595370,4339728
07-06-2021,Assam,3534232,3534232,855465,1916641,1617015,4389697
16-01-2021,Bihar,2967,2967,0,926,2041,2967
17-01-2021,Bihar,3700,3700,0,1155,2545,3700
18-01-2021,Bihar,7883,7883,0,2155,5728,7883
19-01-2021,Bihar,15546,15546,0,3967,11579,15546
20-01-2021,Bihar,16183,16183,0,4058,12125,16183
21-01-2021,Bihar,25254,25254,0,5957,19297,25254
22-01-2021,Bihar,25773,25773,0,6173,19600,25773
23-01-2021,Bihar,38409,38409,0,10054,28355,38409
24-01-2021,Bihar,38787,38787,0,10188,28599,38787
25-01-2021,Bihar,51676,51676,0,13933,37743,51676
26-01-2021,Bihar,51808,51808,0,13964,37844,51808
27-01-2021,Bihar,53222,53222,0,14661,38561,53222
28-01-2021,Bihar,70412,70412,0,19113,51298,70412
29-01-2021,Bihar,73181,73181,0,20281,52899,73181
30-01-2021,Bihar,105751,105751,0,27998,77734,105751
31-01-2021,Bihar,108889,108889,0,29135,79735,108889
01-02-2021,Bihar,144845,144845,0,39417,105337,144845
02-02-2021,Bihar,181290,181290,0,48391,132752,181290
03-02-2021,Bihar,219359,219359,0,56555,162577,219359
04-02-2021,Bihar,263973,263973,0,65324,198416,263973
05-02-2021,Bihar,308439,308439,0,75944,232234,308439
06-02-2021,Bihar,330327,330327,0,85030,245029,330327
07-02-2021,Bihar,335765,335765,0,88219,247277,335765
08-02-2021,Bihar,353743,353743,0,99142,254327,353743
09-02-2021,Bihar,373801,373801,0,112731,260776,373801
10-02-2021,Bihar,388881,388881,0,124615,263972,388881
11-02-2021,Bihar,409263,409263,0,140674,268294,409263
12-02-2021,Bihar,430554,430554,0,158306,271953,430554
13-02-2021,Bihar,451706,451706,55,173265,278141,451761
14-02-2021,Bihar,452936,452936,55,174260,278376,452991
15-02-2021,Bihar,470549,470549,13264,182836,287413,483813
16-02-2021,Bihar,472215,472215,13518,184173,287742,485733
17-02-2021,Bihar,481352,481352,15155,190652,290400,496507
18-02-2021,Bihar,497328,497328,32563,198999,298029,529891
19-02-2021,Bihar,512327,512327,34676,208684,303343,547003
20-02-2021,Bihar,519360,519360,38402,214498,304562,557762
21-02-2021,Bihar,519787,519787,38522,214823,304664,558309
22-02-2021,Bihar,523685,523685,55863,218106,305279,579548
23-02-2021,Bihar,530477,530477,58405,223886,306291,588882
24-02-2021,Bihar,538212,538212,59595,230634,307278,597807
25-02-2021,Bihar,546161,546161,75072,237584,308275,621233
26-02-2021,Bihar,559321,559321,78228,249136,309882,637549
27-02-2021,Bihar,559321,559321,78228,249136,309882,637549
28-02-2021,Bihar,559321,559321,78228,249136,309882,637549
01-03-2021,Bihar,559321,559321,78228,249136,309882,637549
02-03-2021,Bihar,568137,568137,90040,255970,311865,658177
03-03-2021,Bihar,581124,581124,108468,265503,315332,689592
04-03-2021,Bihar,598233,598233,135437,276138,321845,733670
05-03-2021,Bihar,618296,618296,159647,288627,329430,777943
06-03-2021,Bihar,643684,643684,184968,303892,339560,828652
07-03-2021,Bihar,644690,644690,185805,304455,340003,830495
08-03-2021,Bihar,784521,784521,212334,343356,440926,996855
09-03-2021,Bihar,882786,650004,232782,384781,497756,882786
10-03-2021,Bihar,945716,695938,249778,419211,526255,945716
11-03-2021,Bihar,951238,700136,251102,422229,528759,951238
12-03-2021,Bihar,1068778,798011,270767,489985,578538,1068778
13-03-2021,Bihar,1155115,864349,290766,539629,615227,1155115
14-03-2021,Bihar,1159704,867980,291724,542061,617384,1159704
15-03-2021,Bihar,1238681,928808,309873,586237,652181,1238681
16-03-2021,Bihar,1197777,1197777,324029,566198,631396,1521806
17-03-2021,Bihar,1299718,1299718,333753,624902,674639,1633471
18-03-2021,Bihar,1364201,1364201,345260,659869,704150,1709461
19-03-2021,Bihar,1427007,1427007,354908,693990,732832,1781915
20-03-2021,Bihar,1502913,1502913,365449,734590,768144,1868362
21-03-2021,Bihar,1526471,1526471,366873,746582,779709,1893344
22-03-2021,Bihar,1588734,1588734,372217,779567,808985,1960951
23-03-2021,Bihar,1708266,1708266,381881,841340,866742,2090147
24-03-2021,Bihar,1810293,1810293,388815,894173,915930,2199108
25-03-2021,Bihar,1931442,1931442,395181,954918,976327,2326623
26-03-2021,Bihar,2039444,2039444,400819,1009347,1029889,2440263
27-03-2021,Bihar,2150425,2150425,405222,1065255,1084956,2555647
28-03-2021,Bihar,2179032,2179032,405521,1079393,1099424,2584553
29-03-2021,Bihar,2181647,2181647,405546,1080620,1100812,2587193
30-03-2021,Bihar,2225891,2225891,407059,1103249,1122425,2632950
31-03-2021,Bihar,2326918,2326918,412692,1155192,1171501,2739610
01-04-2021,Bihar,2433633,2433633,418180,1209360,1224039,2851813
02-04-2021,Bihar,2638486,2638486,426368,1311120,1327112,3064854
03-04-2021,Bihar,2763236,2763236,432578,1374291,1388678,3195814
04-04-2021,Bihar,2908130,2908130,438709,1447277,1460574,3346839
05-04-2021,Bihar,3031775,3031775,446835,1509853,1521629,3478610
06-04-2021,Bihar,3217315,3217315,458828,1601821,1615186,3676143
07-04-2021,Bihar,3500712,3500712,481257,1743992,1756381,3981969
08-04-2021,Bihar,3663711,3663711,502092,1826420,1836932,4165803
09-04-2021,Bihar,3721775,3721775,511862,1857449,1863961,4233637
10-04-2021,Bihar,3953983,3953983,537244,1974484,1979089,4491227
11-04-2021,Bihar,4188252,4188252,556503,2091666,2096134,4744755
12-04-2021,Bihar,4372599,4372599,579846,2185595,2186521,4952445
13-04-2021,Bihar,4456899,4456899,592446,2229729,2226680,5049345
14-04-2021,Bihar,4608655,4608655,616991,2310036,2298095,5225646
15-04-2021,Bihar,4714910,4714910,637950,2367479,2346892,5352860
16-04-2021,Bihar,4774916,4774916,651371,2400394,2373969,5426287
17-04-2021,Bihar,4895185,4895185,682821,2467117,2427501,5578006
18-04-2021,Bihar,4984400,4984400,701974,2516039,2467783,5686374
19-04-2021,Bihar,5099038,5099038,737639,2579369,2519074,5836677
20-04-2021,Bihar,5195367,5195367,768720,2633442,2561314,5964087
21-04-2021,Bihar,5265128,5265128,791983,2672276,2592230,6057111
22-04-2021,Bihar,5344307,5344307,825341,2716504,2627167,6169648
23-04-2021,Bihar,5415848,5415848,854934,2756624,2658582,6270782
24-04-2021,Bihar,5480243,5480243,881821,2792909,2686679,6362064
25-04-2021,Bihar,5534535,5534535,902592,2823940,2709931,6437127
26-04-2021,Bihar,5615151,5615151,942706,2868822,2745654,6557857
27-04-2021,Bihar,5686449,5686449,975341,2909244,2776519,6661790
28-04-2021,Bihar,5752082,5752082,1009389,2946062,2805327,6761471
29-04-2021,Bihar,5821599,5821599,1048123,2985176,2835715,6869722
30-04-2021,Bihar,5881859,5881859,1085633,3019397,2861742,6967492
01-05-2021,Bihar,5928725,5928725,1119045,3046770,2881219,7047770
02-05-2021,Bihar,5965407,5965407,1145143,3067765,2896899,7110550
03-05-2021,Bihar,6027693,6027693,1205478,3103314,2923627,7233171
04-05-2021,Bihar,6092049,6092049,1267817,3140680,2950603,7359866
05-05-2021,Bihar,6150797,6150797,1325072,3175047,2974968,7475869
